Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year,End,Code,Lat,Lon
3117KW,Complainer,"517,98","459,24",,Huurder,2021,KW,3117,51.913,4.3903
3117KW,Defendant,"517,98",,,Huurder,2021,KW,3117,51.913,4.3903
2562AZ,Complainer,"689,00","567,24",,Huurder,2020,AZ,2562,52.0787,4.2775
4041BG,Defendant,,,,Huurder,2020,BG,4041,51.9348,5.5701
2547GG,Complainer,,,,Huurder,2020,GG,2547,52.0628,4.2714
1271RA,Complainer,"380,45","304,36",,Huurder,2020,RA,1271,52.2954,5.2398
6669CE,Defendant,,,,Huurder,2020,CE,6669,51.9131,5.6571
2522ZB,Complainer,"821,00","491,66",,Huurder,2020,ZB,2522,52.0604,4.3247
2533HT,Complainer,"539,85","107,97",,Huurder,2020,HT,2533,52.0486,4.2916
6511PE,Defendant,,,,Huurder,2020,PE,6511,51.8439,5.867
3038BE,Defendant,"755,62","755,62",,Huurder,2020,BE,3038,51.9333,4.4653
3038BE,Complainer,"755,62","604,50",,Huurder,2020,BE,3038,51.9333,4.4653
2011KL,Complainer,"1.250,00","624,96",,Huurder,2020,KL,2011,52.3869,4.64
7544VT,Defendant,,,,Huurder,2020,VT,7544,52.1906,6.8744
6411AH,Defendant,"663,12","663,12",,Huurder,2020,AH,6411,50.8869,5.9715
1187AV,Complainer,,,,Huurder,2020,AV,1187,52.2912,4.8305
1187AV,Complainer,,,,Huurder,2020,AV,1187,52.2912,4.8305
1187AV,Complainer,"261,88","209,50",,Huurder,2020,AV,1187,52.2912,4.8305
3112ML,Complainer,"560,00","224,00",,Huurder,2020,ML,3112,51.9175,4.4106
1065HD,Complainer,,,,Huurder,2020,HD,1065,52.3545,4.8261
8921BX,Complainer,"625,00","250,00",,Huurder,2020,BX,8921,53.2017,5.8108
2524XJ,Complainer,,,,Huurder,2020,XJ,2524,52.0515,4.3164
8855HA,Complainer,,,,Huurder,2020,HA,8855,53.2151,5.4895
2516LS,Defendant,,,,Huurder,2020,LS,2516,52.0715,4.3242
3025TV,Complainer,"539,86","215,94",,Huurder,2020,TV,3025,51.907,4.4459
1072BH,Complainer,"343,01","102,90",,Huurder,2020,BH,1072,52.3573,4.89
3021WX,Complainer,"539,17","215,67",,Huurder,2020,WX,3021,51.9125,4.4609
3114NH,Complainer,,,,Huurder,2020,NH,3114,51.9063,4.4054
3114NH,Complainer,"750,00","420,00",,Huurder,2020,NH,3114,51.9063,4.4054
1060PX,Defendant,"800,00","800,00",,Huurder,2020,PX,1060,52.3482,4.7817
9715CK,Complainer,,,,Huurder,2020,CK,9715,53.2286,6.5636
9715CK,Complainer,,,,Huurder,2020,CK,9715,53.2286,6.5636
1057RV,Defendant,"294,56","294,56",,Huurder,2020,RV,1057,52.367,4.8542
1508WN,Defendant,"618,51","618,51",,Huurder,2020,WN,1508,52.4605,4.8281
2551LP,Defendant,"880,00","880,00",,Huurder,2020,LP,2551,52.0624,4.241
2273BN,Defendant,"1.285,00","1.285,00",,Huurder,2020,BN,2273,52.0744,4.3613
3014VN,Defendant,"491,57","491,57",,Huurder,2020,VN,3014,51.9182,4.4664
7544GA,Complainer,,,,Huurder,2020,GA,7544,52.1966,6.8862
2215NB,Defendant,,,,Huurder,2020,NB,2215,52.2178,4.4792
2215NB,Defendant,,,,Huurder,2020,NB,2215,52.2178,4.4792
3014PL,Defendant,"519,18","415,33",,Huurder,2020,PL,3014,51.9176,4.4693
3014PL,Complainer,"475,69",,"285,41",Huurder,2021,PL,3014,51.9176,4.4693
3014PL,Complainer,"575,27",,"230,11",Huurder,2022,PL,3014,51.9176,4.4693
9521GZ,Defendant,,,,Huurder,2020,GZ,9521,52.974,6.9529
9722GA,Complainer,"295,00","32,45",,Huurder,2020,GA,9722,53.2012,6.5819
9722GA,Complainer,"235,00","230,67",,Huurder,2020,GA,9722,53.2012,6.5819
9722GA,Complainer,"235,00","47,00",,Huurder,2020,GA,9722,53.2012,6.5819
9722GA,Complainer,"295,00","162,25",,Huurder,2020,GA,9722,53.2012,6.5819
1012DM,Complainer,"758,35","740,74",,Huurder,2020,DM,1012,52.3749,4.9003
3061GH,Complainer,"950,00","522,50",,Huurder,2020,GH,3061,51.9291,4.5084
6466TL,Defendant,"501,74","501,74",,Huurder,2020,TL,6466,50.8637,6.0315
1811KX,Defendant,"795,00","795,00",,Huurder,2020,KX,1811,52.6332,4.7464
1024LT,Defendant,,,,Huurder,2020,LT,1024,52.3923,4.9551
6904BA,Defendant,,,,Huurder,2020,BA,6904,51.9309,6.0645
1011VE,Complainer,,,,Huurder,2020,VE,1011,52.3701,4.9104
8932NN,Defendant,"712,00","712,00",,Huurder,2020,NN,8932,53.1926,5.7979
2571HR,Defendant,"650,00","445,32",,Huurder,2020,HR,2571,52.0685,4.2923
2572TR,Complainer,,,,Huurder,2020,TR,2572,52.0663,4.2933
3812AM,Defendant,,,,Huurder,2020,AM,3812,52.159,5.356
3812AM,Complainer,"650,00","318,33",,Huurder,2020,AM,3812,52.159,5.356
3812AM,Complainer,"700,00","341,25",,Huurder,2020,AM,3812,52.159,5.356
2201RA,Complainer,"670,00","640,00",,Huurder,2020,RA,2201,52.2375,4.4463
3031XJ,Complainer,"616,95","373,87",,Huurder,2020,XJ,3031,51.928,4.4927
4901CC,Defendant,"654,69","654,59",,Huurder,2020,CC,4901,51.6528,4.8619
3552HD,Complainer,"1.300,00","703,95",,Huurder,2020,HD,3552,52.1057,5.0926
1018RM,Complainer,"1.200,00","660,00",,Huurder,2020,RM,1018,52.3677,4.9269
2518BH,Complainer,,,,Huurder,2020,BH,2518,52.0855,4.2988
3119CG,Complainer,"865,00","504,13",,Huurder,2020,CG,3119,51.9213,4.3956
3036JX,Complainer,"494,57","445,11",,Huurder,2020,JX,3036,51.934,4.487
3117BJ,Complainer,"925,00","472,60",,Huurder,2020,BJ,3117,51.9117,4.383
9717ER,Defendant,,,,Huurder,2020,ER,9717,53.2221,6.547
3025VK,Defendant,,,,Huurder,2020,VK,3025,51.9077,4.4474
6865HM,Complainer,"722,43","672,41",,Huurder,2020,HM,6865,51.9788,5.801
1992JN,Defendant,"720,42","720,42",,Huurder,2020,JN,1992,52.4269,4.6672
6512JS,Complainer,"725,00","319,00",,Huurder,2020,JS,6512,51.8345,5.8583
8911JB,Complainer,"430,00","236,50",,Huurder,2020,JB,8911,53.2011,5.7982
2526LW,Complainer,"543,51","217,40",,Huurder,2020,LW,2526,52.0663,4.3075
7823PK,Complainer,,,,Huurder,2020,PK,7823,52.7926,6.9369
3012XH,Complainer,"694,81","416,89",,Huurder,2020,XH,3012,51.9147,4.4764
9742NB,Defendant,,,,Huurder,2020,NB,9742,53.2282,6.5371
5235TW,Defendant,"838,21","838,21",,Huurder,2020,TW,5235,51.7322,5.3058
8011MK,Complainer,"600,00","472,60",,Huurder,2020,MK,8011,52.5125,6.0903
8011MK,Defendant,"503,31","503,31",,Huurder,2021,MK,8011,52.5125,6.0903
9711JG,Complainer,"709,52","416,47",,Huurder,2020,JG,9711,53.2158,6.5632
9356AJ,Defendant,,,,Huurder,2020,AJ,9356,53.1709,6.361
2713RM,Defendant,"476,93",,,Huurder,2020,RM,2713,52.0572,4.4833
9722GN,Complainer,"570,00","228,00",,Huurder,2020,GN,9722,53.199,6.5842
9722GN,Complainer,"570,00","459,24",,Huurder,2020,GN,9722,53.199,6.5842
3034EK,Complainer,"502,84","201,14",,Huurder,2020,EK,3034,51.9321,4.4971
7827BC,Defendant,"794,00","794,00",,Huurder,2020,BC,7827,52.7443,6.8993
4812VA,Complainer,"250,00","226,81",,Huurder,2020,VA,4812,51.5798,4.7601
1521BM,Defendant,"556,60","556,60",,Huurder,2020,BM,1521,52.4851,4.8034
3021DV,Complainer,"576,81","435,79",,Huurder,2020,DV,3021,51.9216,4.4563
6373TR,Defendant,"593,68","593,68",,Huurder,2020,TR,6373,50.9018,6.0359
4001MA,Complainer,"690,94","414,56",,Huurder,2020,MA,4001,51.887,5.4358
1057PV,Defendant,"372,05","372,05",,Huurder,2020,PV,1057,52.3647,4.852
1057PV,Complainer,"285,55","228,44","228,44",Huurder,2021,PV,1057,52.3647,4.852
2512BV,Complainer,"730,34","561,98",,Huurder,2020,BV,2512,52.0749,4.3115
5282VD,Defendant,,,,Huurder,2020,VD,5282,51.5994,5.3174
9718GG,Complainer,,,,Huurder,2020,GG,9718,53.2156,6.5508
1701GT,Defendant,"855,96","855,96",,Huurder,2020,GT,1701,52.6669,4.8465
2586HS,Complainer,"605,96","363,58",,Huurder,2020,HS,2586,52.1129,4.2872
3551GX,Complainer,"1.033,74","551,45",,Huurder,2020,GX,3551,52.1038,5.0927
9711VN,Complainer,"850,00","609,29",,Huurder,2020,VN,9711,53.2215,6.5715
3553EP,Complainer,"825,00","354,47",,Huurder,2020,EP,3553,52.1106,5.0824
7823PJ,Complainer,,,,Huurder,2020,PJ,7823,52.7926,6.9369
2513BP,Complainer,"1.000,00","667,12",,Huurder,2020,BP,2513,52.0789,4.304
5014DE,Complainer,"340,00","310,01",,Huurder,2020,DE,5014,51.5624,5.0948
3053CS,Complainer,,,,Huurder,2020,CS,3053,51.9567,4.4683
2563HX,Defendant,"413,00","247,80",,Huurder,2020,HX,2563,52.0729,4.2669
2722VT,Complainer,"468,40","187,36",,Huurder,2020,VT,2722,52.0576,4.5035
3076CM,Complainer,,,,Huurder,2020,CM,3076,51.8782,4.5227
2037NE,Complainer,,,,Huurder,2020,NE,2037,52.3509,4.6601
3061GR,Complainer,,,,Huurder,2020,GR,3061,51.93,4.5074
4334BH,Complainer,,,,Huurder,2020,BH,4334,51.5021,3.5953
1445EB,Defendant,,,,Huurder,2020,EB,1445,52.5039,4.9876
1013GM,Complainer,,,,Huurder,2020,GM,1013,52.3828,4.8883
4817PD,Defendant,"738,62","738,62",,Huurder,2020,PD,4817,51.5918,4.8216
2592TP,Defendant,"510,85","510,85",,Huurder,2020,TP,2592,52.0922,4.3534
2717BR,Complainer,"798,87","319,55",,Huurder,2020,BR,2717,52.068,4.4697
1211LB,Complainer,,,,Huurder,2020,LB,1211,52.2214,5.1694
1211LB,Complainer,,,,Huurder,2020,LB,1211,52.2214,5.1694
3523DB,Defendant,"685,00","467,32",,Huurder,2020,DB,3523,52.0758,5.1217
3523DB,Defendant,"685,00","467,32",,Huurder,2020,DB,3523,52.0758,5.1217
2591AM,Complainer,"676,26","512,70",,Huurder,2020,AM,2591,52.088,4.3572
2713SC,Defendant,,,,Huurder,2020,SC,2713,52.056,4.4883
3531CB,Defendant,"375,00","375,00",,Huurder,2020,CB,3531,52.0916,5.1027
3531CB,Complainer,"375,00","237,20",,Huurder,2020,CB,3531,52.0916,5.1027
3701VH,Defendant,"590,70","590,70",,Huurder,2020,VH,3701,52.0876,5.2432
3071KR,Complainer,,,,Huurder,2020,KR,3071,51.91,4.4898
2513BW,Complainer,,,,Huurder,2020,BW,2513,52.0787,4.3037
3708ZS,Complainer,"600,29","240,12",,Huurder,2020,ZS,3708,52.0785,5.2705
3708ZS,Defendant,,,,Huurder,2022,ZS,3708,52.0785,5.2705
9718TB,Complainer,,,,Huurder,2020,TB,9718,53.2149,6.5473
3025TP,Complainer,"413,71","206,86",,Huurder,2020,TP,3025,51.9093,4.4461
6823AE,Complainer,"795,00","567,34",,Huurder,2020,AE,6823,52.0016,5.9305
6602BB,Complainer,"625,00","250,00",,Huurder,2020,BB,6602,51.8088,5.7244
1079EL,Defendant,"773,96","773,96",,Huurder,2020,EL,1079,52.3446,4.9049
1054TH,Complainer,"429,99","301,00",,Huurder,2020,TH,1054,52.359,4.858
6211JP,Complainer,"699,60","209,88",,Huurder,2020,JP,6211,50.8447,5.6915
6211JP,Complainer,"608,42","182,53",,Huurder,2020,JP,6211,50.8447,5.6915
6211JP,Complainer,"560,27","168,08",,Huurder,2020,JP,6211,50.8447,5.6915
2071BM,Complainer,,,,Huurder,2020,BM,2071,52.4337,4.6359
2071BM,Complainer,,,,Huurder,2020,BM,2071,52.4337,4.6359
1095KB,Complainer,"571,41","457,13",,Huurder,2020,KB,1095,52.36,4.9448
3551GE,Complainer,"382,55","325,88",,Huurder,2020,GE,3551,52.1022,5.0939
3551GE,Complainer,"322,32","222,24",,Huurder,2020,GE,3551,52.1022,5.0939
3551GE,Complainer,"335,01","224,33",,Huurder,2020,GE,3551,52.1022,5.0939
6828AB,Defendant,"355,00","355,00",,Huurder,2020,AB,6828,51.9851,5.9115
6828AB,Complainer,"355,00","287,46",,Huurder,2020,AB,6828,51.9851,5.9115
4817PB,Complainer,,,,Huurder,2020,PB,4817,51.5914,4.8208
1107XC,Defendant,"551,16","551,16",,Huurder,2020,XC,1107,52.2923,4.9848
5465PN,Complainer,"600,00","240,00",,Huurder,2020,PN,5465,51.5905,5.5403
3523CM,Complainer,"856,21","582,99",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"850,88","592,90",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"882,62","582,99",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"850,88","582,99",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"850,66","592,90",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"850,88","582,99",,Huurder,2020,CM,3523,52.0732,5.12
3523CM,Complainer,"850,88","556,70",,Huurder,2020,CM,3523,52.0732,5.12
2562TR,Defendant,,,,Huurder,2020,TR,2562,52.0725,4.282
9742LE,Complainer,"552,21","303,72",,Huurder,2020,LE,9742,53.2306,6.5403
3232RA,Complainer,"649,67","259,87",,Huurder,2020,RA,3232,51.8896,4.1657
3037VK,Complainer,"571,24","228,50",,Huurder,2020,VK,3037,51.9372,4.4717
3572CD,Complainer,"650,00","325,73",,Huurder,2020,CD,3572,52.0976,5.1274
1017XM,Defendant,"2.250,00","2.250,00",,Huurder,2020,XM,1017,52.361,4.8987
1102LA,Defendant,"629,61","629,61",,Huurder,2020,LA,1102,52.3061,4.9568
3562HA,Defendant,"825,00",,,Huurder,2020,HA,3562,52.1189,5.1171
1035AP,Defendant,"593,87","593,87",,Huurder,2020,AP,1035,52.4202,4.8883
1033SC,Complainer,"805,00","656,60",,Huurder,2020,SC,1033,52.4045,4.8913
1018MH,Complainer,"243,30","530,33",,Verhuurder,2020,MH,1018,52.3702,4.9235
3086GZ,Defendant,"598,12","598,12",,Huurder,2020,GZ,3086,51.8724,4.4698
7941KR,Complainer,"760,00","546,21",,Huurder,2020,KR,7941,52.6973,6.1951
7941KR,Complainer,"740,00","483,11",,Huurder,2020,KR,7941,52.6973,6.1951
3817GK,Complainer,"685,00","685,00",,Huurder,2020,GK,3817,52.1415,5.3968
2421EC,Defendant,,,,Huurder,2020,EC,2421,52.1525,4.78
2591TR,Defendant,,,,Huurder,2020,TR,2591,52.0927,4.3682
2562TX,Defendant,"370,27","370,27",,Huurder,2020,TX,2562,52.0708,4.2798
2624JB,Complainer,"353,03","282,42",,Huurder,2020,JB,2624,51.9948,4.3537
2584XB,Complainer,"1.275,00","625,06",,Huurder,2020,XB,2584,52.1034,4.2805
2523KH,Complainer,"466,20","186,48",,Huurder,2020,KH,2523,52.0534,4.3192
3531PP,Complainer,"500,00","112,42",,Huurder,2020,PP,3531,52.0924,5.1015
3531PP,Complainer,"500,00","149,83",,Huurder,2020,PP,3531,52.0924,5.1015
3531PP,Complainer,"520,00","149,83",,Huurder,2020,PP,3531,52.0924,5.1015
3531PP,Complainer,"375,00","95,76",,Huurder,2020,PP,3531,52.0924,5.1015
3531PP,Complainer,"375,00","87,44",,Huurder,2020,PP,3531,52.0924,5.1015
3531PP,Complainer,"300,00","35,44",,Huurder,2020,PP,3531,52.0924,5.1015
3703AB,Complainer,"460,73","322,51",,Huurder,2020,AB,3703,52.0806,5.2305
6901KV,Complainer,"557,93","446,34",,Huurder,2020,KV,6901,51.9282,6.0878
2552GG,Defendant,"719,00","719,00",,Huurder,2020,GG,2552,52.0618,4.2567
2317AZ,Defendant,,,,Huurder,2020,AZ,2317,52.1733,4.5033
2563XX,Complainer,"301,22","120,49",,Huurder,2020,XX,2563,52.0735,4.2718
2562CW,Defendant,,,,Huurder,2020,CW,2562,52.0757,4.2829
2562CW,Complainer,"394,50","354,17",,Huurder,2020,CW,2562,52.0757,4.2829
2562CW,Complainer,"354,17","318,75",,Huurder,2020,CW,2562,52.0757,4.2829
6865AC,Complainer,"704,77","544,79",,Huurder,2020,AC,6865,51.9756,5.7961
3053TG,Complainer,"651,03","325,52",,Huurder,2020,TG,3053,51.9559,4.4643
1216JB,Defendant,,,,Huurder,2020,JB,1216,52.2161,5.1415
3033SR,Defendant,"394,44","394,44",,Huurder,2020,SR,3033,51.9292,4.4698
2286VB,Defendant,,,,Huurder,2020,VB,2286,52.0264,4.315
3581AN,Complainer,"360,00","210,18",,Huurder,2020,AN,3581,52.0915,5.1323
2518AW,Complainer,"1.075,00","670,44",,Huurder,2020,AW,2518,52.0859,4.2996
2544GD,Complainer,"964,00","530,20",,Huurder,2020,GD,2544,52.0448,4.2627
2526NH,Complainer,"671,39","537,11",,Huurder,2020,NH,2526,52.0698,4.3025
2591SW,Complainer,"625,00","546,21",,Huurder,2020,SW,2591,52.0982,4.366
2584BW,Defendant,"638,43",,,Huurder,2020,BW,2584,52.1044,4.2712
1033VP,Complainer,"270,95","216,76",,Huurder,2020,VP,1033,52.4147,4.8827
2515AX,Defendant,"598,78","598,78",,Huurder,2020,AX,2515,52.0757,4.3232
3315AS,Complainer,"600,29","480,23",,Huurder,2020,AS,3315,51.7989,4.7239
3523CL,Complainer,"877,35","582,99",,Huurder,2020,CL,3523,52.0734,5.1207
3523CL,Complainer,"850,88","582,99",,Huurder,2020,CL,3523,52.0734,5.1207
7391MH,Complainer,"1.100,00","605,00",,Huurder,2020,MH,7391,52.2455,6.1164
4694BJ,Complainer,"450,00","135,00",,Huurder,2020,BJ,4694,51.5468,4.1059
7047AB,Complainer,"513,55","641,94",,Verhuurder,2020,AB,7047,51.9221,6.2639
3572ZD,Complainer,"671,00","741,00",,Huurder,2020,ZD,3572,52.1022,5.138
3572ZD,Defendant,"647,34","717,34",,Huurder,2020,ZD,3572,52.1022,5.138
3038JL,Complainer,"795,00","572,48",,Huurder,2020,JL,3038,51.9354,4.4683
2515GH,Complainer,"540,51","216,20",,Huurder,2020,GH,2515,52.0681,4.3122
1054AX,Complainer,"404,93","242,96",,Huurder,2020,AX,1054,52.3654,4.8765
2727CG,Complainer,"509,38","407,50",,Huurder,2020,CG,2727,52.0695,4.5105
4206ZJ,Defendant,,,,Huurder,2020,ZJ,4206,51.8396,4.9806
3572ZE,Defendant,"564,31","634,31",,Huurder,2020,ZE,3572,52.1022,5.1384
3572ZE,Defendant,"643,86","713,86",,Huurder,2020,ZE,3572,52.1022,5.1384
1093GN,Complainer,"596,35","357,81",,Huurder,2020,GN,1093,52.3625,4.9279
1091LZ,Complainer,"589,08","471,26",,Huurder,2020,LZ,1091,52.3515,4.9153
6546DB,Defendant,"658,51","658,51",,Huurder,2020,DB,6546,51.8362,5.7944
2613SH,Complainer,"525,00","273,03",,Huurder,2020,SH,2613,52.0068,4.355
3038CM,Complainer,"425,00","201,87",,Huurder,2020,CM,3038,51.9339,4.4662
2729AT,Defendant,,,,Huurder,2020,AT,2729,52.0646,4.5315
6811HS,Complainer,"541,24","432,99",,Huurder,2020,HS,6811,51.9781,5.9067
2522TA,Defendant,"699,00","699,00",,Huurder,2020,TA,2522,52.0584,4.3291
2522TA,Complainer,"699,00","640,82",,Huurder,2020,TA,2522,52.0584,4.3291
3317SB,Defendant,"500,00","500,00",,Huurder,2020,SB,3317,51.7883,4.6651
6163XB,Defendant,"544,60","544,60",,Huurder,2020,XB,6163,50.9813,5.8247
2042PW,Complainer,"789,42","631,54",,Huurder,2020,PW,2042,52.374,4.538
5014LZ,Defendant,"515,00","515,00",,Huurder,2020,LZ,5014,51.5694,5.0872
3022TD,Defendant,"500,00","500,00",,Huurder,2020,TD,3022,51.9177,4.4514
3035KJ,Defendant,"733,94","733,94",,Huurder,2020,KJ,3035,51.9324,4.4855
1102BA,Complainer,"624,37","249,75",,Huurder,2020,BA,1102,52.3199,4.9571
2562TG,Defendant,"425,27","425,27",,Huurder,2020,TG,2562,52.071,4.2785
7415RW,Complainer,"700,00","625,02",,Huurder,2020,RW,7415,52.2654,6.1619
7415RW,Complainer,"700,00","420,00",,Huurder,2020,RW,7415,52.2654,6.1619
2551GM,Complainer,"405,02","243,01",,Huurder,2020,GM,2551,52.0614,4.2369
3083CX,Complainer,"945,00","693,41",,Huurder,2020,CX,3083,51.8887,4.4901
6136SB,Defendant,,,,Huurder,2020,SB,6136,51.0039,5.8818
1825AK,Defendant,"717,68","717,68",,Huurder,2020,AK,1825,52.6481,4.7473
4814AB,Complainer,,,,Huurder,2020,AB,4814,51.5915,4.7673
6221VD,Complainer,"548,99","388,45",,Huurder,2020,VD,6221,50.8425,5.7086
1602LB,Defendant,"525,91","525,91",,Huurder,2020,LB,1602,52.7125,5.2715
1601JP,Complainer,"703,04","210,91",,Huurder,2020,JP,1601,52.7047,5.2922
4811NH,Complainer,,,,Huurder,2020,NH,4811,51.5834,4.7753
1013KW,Complainer,"1.039,97","623,98",,Huurder,2020,KW,1013,52.3874,4.8889
1013KW,Complainer,,,,Huurder,2020,KW,1013,52.3874,4.8889
6224KS,Complainer,,,,Huurder,2020,KS,6224,50.8471,5.7129
1102XD,Complainer,"750,00","546,21",,Huurder,2020,XD,1102,52.3253,4.9472
3067DM,Defendant,,,,Huurder,2020,DM,3067,51.9435,4.5636
2583BB,Complainer,,,,Huurder,2020,BB,2583,52.1009,4.2745
1012AK,Complainer,,,,Huurder,2020,AK,1012,52.3759,4.9002
5612AM,Complainer,,,,Huurder,2020,AM,5612,51.4455,5.4713
1622ZH,Defendant,"443,27","443,27",,Huurder,2020,ZH,1622,52.6442,5.0444
6467EM,Complainer,"720,00","576,00",,Huurder,2020,EM,6467,50.8684,6.0253
5211SP,Complainer,,,,Huurder,2020,SP,5211,51.6918,5.303
6031BH,Complainer,,,,Huurder,2020,BH,6031,51.2834,5.7573
1816JB,Complainer,"835,00","555,50",,Huurder,2020,JB,1816,52.6346,4.7278
6447ED,Defendant,"642,46","642,46",,Huurder,2020,ED,6447,50.9558,5.9283
3042TB,Defendant,"199,70","199,70",,Verhuurder,2020,TB,3042,51.9367,4.4353
1102XS,Defendant,"1.200,00","535,68",,Huurder,2020,XS,1102,52.3238,4.9462
1034BN,Complainer,"700,00","270,51",,Huurder,2020,BN,1034,52.4075,4.912
1034BN,Defendant,"590,00","590,00",,Huurder,2020,BN,1034,52.4075,4.912
4645CS,Complainer,,,,Huurder,2020,CS,4645,51.3578,4.3966
5801VM,Complainer,,,,Huurder,2020,VM,5801,51.5233,5.9698
5801VM,Complainer,,,,Huurder,2021,VM,5801,51.5233,5.9698
6041JZ,Defendant,"688,92","688,92",,Huurder,2020,JZ,6041,51.1919,5.9908
6166HB,Complainer,"554,46","332,68",,Huurder,2020,HB,6166,50.9743,5.8433
1034ML,Defendant,,,,Huurder,2020,ML,1034,52.4101,4.9233
1072BR,Defendant,,,,Huurder,2020,BR,1072,52.3581,4.8888
6832HR,Defendant,,,,Huurder,2020,HR,6832,51.9613,5.9159
1025WV,Defendant,"1.500,00","887,95",,Huurder,2020,WV,1025,52.3975,4.9428
1441ZA,Complainer,"945,00","572,48",,Huurder,2020,ZA,1441,52.5039,4.9626
1091XT,Complainer,"810,00","310,01",,Huurder,2020,XT,1091,52.3527,4.916
2152KL,Complainer,,,,Huurder,2020,KL,2152,52.2746,4.6357
2152KL,Complainer,,,,Huurder,2020,KL,2152,52.2746,4.6357
6831GM,Complainer,"745,00","640,82",,Huurder,2020,GM,6831,51.9596,5.8928
1622CN,Defendant,"995,00","995,00",,Huurder,2020,CN,1622,52.6405,5.0359
1619HG,Complainer,"472,50","233,89",,Huurder,2020,HG,1619,52.7519,5.2284
5754GH,Complainer,"661,31","417,64",,Huurder,2020,GH,5754,51.4605,5.8113
5025DK,Complainer,,,,Huurder,2020,DK,5025,51.5493,5.0698
5921BJ,Defendant,"486,51","486,51",,Huurder,2020,BJ,5921,51.3676,6.1407
1822MD,Defendant,"539,70","539,70",,Huurder,2020,MD,1822,52.6473,4.7693
1052HC,Complainer,"536,15","214,46",,Huurder,2020,HC,1052,52.378,4.8743
5664TX,Defendant,"295,63","295,63",,Huurder,2020,TX,5664,51.4164,5.5616
3905LK,Complainer,"304,15","279,33",,Huurder,2020,LK,3905,52.0357,5.5526
3905LK,Complainer,,,,Huurder,2020,LK,3905,52.0357,5.5526
3905LK,Complainer,"304,15","273,74",,Huurder,2020,LK,3905,52.0357,5.5526
5211HT,Complainer,"514,85","113,27",,Huurder,2020,HT,5211,51.6867,5.3052
5595ED,Defendant,"549,10","549,10",,Huurder,2020,ED,5595,51.3505,5.5502
5613MC,Defendant,"489,49","497,32",,Huurder,2020,MC,5613,51.4381,5.4965
6217KA,Complainer,"620,00","398,97",,Huurder,2020,KA,6217,50.8494,5.6757
5721ER,Defendant,,,,Huurder,2020,ER,5721,51.4065,5.7487
3063AV,Complainer,"571,58","228,63",,Huurder,2020,AV,3063,51.9192,4.5076
1059AK,Complainer,"286,53","114,61",,Huurder,2020,AK,1059,52.3499,4.8491
2518LJ,Defendant,,,,Huurder,2020,LJ,2518,52.0753,4.2924
3068LA,Complainer,"593,15","355,89",,Huurder,2020,LA,3068,51.9604,4.5625
2011WS,Complainer,"453,00","281,47",,Huurder,2020,WS,2011,52.3796,4.6299
3117TL,Complainer,"725,00","398,97",,Huurder,2020,TL,3117,51.9123,4.3819
5643AG,Complainer,,,,Huurder,2020,AG,5643,51.4235,5.4936
3083MN,Complainer,"775,00","483,11",,Huurder,2020,MN,3083,51.8909,4.4774
1011EG,Defendant,,,,Huurder,2020,EG,1011,52.3725,4.9037
1012XR,Complainer,"480,00","480,00",,Huurder,2020,XR,1012,52.3678,4.891
3513BN,Complainer,"255,00","135,31",,Huurder,2020,BN,3513,52.0967,5.1112
3513BN,Complainer,"370,00","296,00","296,00",Huurder,2021,BN,3513,52.0967,5.1112
3513BN,Complainer,"395,00","316,00","316,00",Huurder,2021,BN,3513,52.0967,5.1112
2023EC,Complainer,"364,00","323,75",,Huurder,2020,EC,2023,52.3929,4.6321
2023EC,Defendant,"364,00","364,00",,Huurder,2020,EC,2023,52.3929,4.6321
3766HX,Defendant,,,,Huurder,2020,HX,3766,52.169,5.2752
3069MD,Defendant,"688,47","668,27",,Huurder,2020,MD,3069,51.9665,4.562
2512JJ,Complainer,"474,77","189,91",,Huurder,2020,JJ,2512,52.0718,4.2982
2512JJ,Defendant,"502,92","502,92",,Huurder,2021,JJ,2512,52.0718,4.2982
2512JJ,Defendant,"573,98",,,Huurder,2022,JJ,2512,52.0718,4.2982
3083EV,Complainer,"440,00","203,95",,Huurder,2020,EV,3083,51.8916,4.4776
3083EV,Complainer,"410,00","135,31",,Huurder,2020,EV,3083,51.8916,4.4776
1095SC,Defendant,,,,Huurder,2020,SC,1095,52.3651,4.9425
1823WJ,Defendant,,,,Huurder,2020,WJ,1823,52.6313,4.7623
2613EK,Complainer,"1.250,00","614,57",,Huurder,2020,EK,2613,52.011,4.3515
3112GL,Defendant,"431,52","431,52","431,52",Huurder,2020,GL,3112,51.9185,4.4051
3037BP,Complainer,"717,15","717,15","717,15",Huurder,2020,BP,3037,51.9333,4.4698
1504EL,Complainer,"597,30","597,30","477,84",Huurder,2020,EL,1504,52.4359,4.8518
7512XV,Complainer,"185,00","74,00",,Huurder,2020,XV,7512,52.2157,6.9011
7512XV,Complainer,"180,00","72,00",,Huurder,2020,XV,7512,52.2157,6.9011
