Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year
2543SE,Defendant,,,,Huurder,2018
9714GR,Complainer,,,,Huurder,2018
1017JG,Complainer,709,"567,2",,Huurder,2018
4621AZ,Complainer,416,"249,6",,Huurder,2018
6532ZV,Complainer,310,"167,79",,Huurder,2018
1052BG,Defendant,,,,Huurder,2018
7411GT,Complainer,640,"483,41",,Huurder,2018
1031GX,Defendant,"705,84","705,84",,Huurder,2018
9711SJ,Complainer,,,,Huurder,2018
1057ZX,Complainer,"583,83","349,57",,Huurder,2018
5038GB,Defendant,"564,66","564,66",,Huurder,2018
2543SE,Defendant,,,,Huurder,2018
7391AA,Complainer,625,250,,Huurder,2018
9711JC,Complainer,,,,Huurder,2018
1052BG,Defendant,,,,Huurder,2018
6221AR,Complainer,280,"186,75",,Huurder,2018
9718MJ,Complainer,,,,Huurder,2018
3902WH,Defendant,"556,11","556,11",,Huurder,2018
1078RJ,Complainer,,,,Huurder,2018
6041GZ,Complainer,,,,Huurder,2018
1053RS,Complainer,1100,"316,52",,Huurder,2018
2806CB,Complainer,650,195,,Huurder,2018
1091NP,Complainer,"362,02","289,62",,Huurder,2018
2515SM,Complainer,,,,Huurder,2018
2911AK,Defendant,"542,16","542,16",,Huurder,2018
1015XW,Defendant,,,,Huurder,2018
6512HM,Complainer,440,242,,Huurder,2018
2522ZC,Complainer,"662,25","397,35",,Huurder,2018
9711JC,Complainer,,,,Huurder,2018
8219AV,Complainer,545,"215,5",,Huurder,2018
3553TA,Complainer,330,"205,24",,Huurder,2018
6224ER,Complainer,375,"123,75",,Huurder,2018
3981CC,Complainer,712,"585,31",,Huurder,2018
1095CX,Defendant,590,590,,Huurder,2018
3131GC,Defendant,650,"292,84",,Verhuurder,2018
3553JV,Complainer,"901,25","429,77",,Huurder,2018
9743TA,Complainer,,,,Huurder,2018
2543EK,Complainer,"599,77","239,91",,Huurder,2018
9718KS,Complainer,,,,Huurder,2018
3072RM,Complainer,"592,02","355,21",,Huurder,2018
9712LC,Complainer,605,"434,94",,Huurder,2018
1072NL,Complainer,"612,34","244,94",,Huurder,2018
1058JW,Complainer,0,0,,Huurder,2018
3083BZ,Complainer,"644,11","559,4",,Huurder,2018
9711BS,Complainer,,,,Huurder,2018
3527BJ,Defendant,"642,71","642,71",,Huurder,2018
9712LS,Complainer,,,,Huurder,2018
3083PX,Defendant,"467,07","467,07",,Huurder,2018
6224ER,Complainer,400,220,,Huurder,2018
6512HM,Complainer,350,"106,42",,Huurder,2018
6045XR,Defendant,528,528,,Huurder,2018
9712TW,Complainer,,,,Huurder,2018
3513AA,Complainer,305,"190,85",,Huurder,2018
6041GZ,Complainer,,,,Huurder,2018
1015JS,Complainer,"410,54","164,22",,Huurder,2018
3035TM,Defendant,"186,59","186,59",,Huurder,2018
9745DH,Complainer,,,,Huurder,2018
1033ET,Defendant,"592,55","592,55",,Huurder,2018
2515SB,Defendant,"764,12","764,12",,Huurder,2018
9712GR,Complainer,,,,Huurder,2018
1072BB,Complainer,"293,94","235,15",,Huurder,2018
6224ER,Complainer,450,"148,5",,Huurder,2018
2515AR,Complainer,385,154,,Huurder,2018
3012GV,Defendant,"715,03","715,03",,Huurder,2018
9711AM,Complainer,,,,Huurder,2018
2545sw,Complainer,"784,9","470,94",,Huurder,2018
3643AK,Defendant,"628,99","628,99",,Huurder,2018
3551CE,Complainer,345,"69,8",,Huurder,2018
3555XE,Defendant,"697,3","697,3",,Huurder,2018
3562JV,Complainer,550,"428,86",,Huurder,2018
3562JV,Complainer,315,"221,66",,Huurder,2018
9718KS,Complainer,,,,Huurder,2018
3131GC,Defendant,"685,09","274,04",,Verhuurder,2018
1052LT,Defendant,"491,9","491,9",,Huurder,2018
9711SC,Complainer,,,,Huurder,2018
6512HM,Complainer,"391,5","210,73",,Huurder,2018
2563GT,Complainer,"525,49","210,2",,Huurder,2018
6601SG,Defendant,687,687,,Huurder,2018
1015KW,Defendant,,,,Huurder,2018
2561SV,Complainer,,,,Huurder,2018
9642AM,Defendant,"626,73","626,73",,Huurder,2018
6512HM,Complainer,425,"233,75",,Huurder,2018
3815GS,Complainer,563,"225,2",,Huurder,2018
2525ZV,Complainer,"608,96","365,38",,Huurder,2018
8012VA,Complainer,,,,Huurder,2018
6221CW,Complainer,"235,75","212,18",,Huurder,2018
2522ZC,Complainer,"662,25","445,32",,Huurder,2018
6412AK,Defendant,"384,8","384,8",,Huurder,2018
1016TB,Defendant,"340,32","340,32",,Huurder,2018
1021BR,Complainer,"455,14","364,11",,Huurder,2018
1784GG,Complainer,,,,Huurder,2018
3532VS,Complainer,800,"273,99",,Huurder,2018
1054VM,Complainer,,,,Huurder,2018
1016AE,Complainer,,,,Huurder,2018
6412BA,Complainer,"409,92","81,98",,Huurder,2018
2563EM,Complainer,"709,32","212,8",,Huurder,2018
2563SC,Complainer,700,506,,Huurder,2018
6221CA,Complainer,,,,Huurder,2018
3038EB,Complainer,500,"274,98",,Huurder,2018
9714AB,Complainer,,,,Huurder,2018
6097AL,Defendant,"512,65","512,65",,Huurder,2018
1078RJ,Complainer,,,,Huurder,2018
9718GL,Complainer,,,,Huurder,2018
9561CE,Complainer,"534,63","320,78",,Huurder,2018
9718KS,Complainer,,,,Huurder,2018
1015KW,Defendant,,,,Huurder,2018
1015TL,Complainer,,,,Huurder,2018
2014RV,Defendant,"518,57","518,57",,Huurder,2018
3311RK,Complainer,"552,66","221,06",,Huurder,2018
9714AB,Defendant,,,,Huurder,2018
9712VG,Complainer,,,,Huurder,2018
9714AB,Complainer,,,,Huurder,2018
6137BW,Defendant,"401,67","401,67",,Huurder,2018
6221AR,Complainer,"385,46","253,67",,Huurder,2018
9718KS,Complainer,,,,Huurder,2018
3082EB,Complainer,550,220,,Huurder,2018
1011HR,Defendant,,,,Huurder,2018
6221AR,Complainer,"267,98","211,37",,Huurder,2018
6217KH,Complainer,900,"486,79",,Huurder,2018
9724GW,Complainer,,,,Huurder,2018
2515SM,Complainer,,,,Huurder,2018
6042EK,Complainer,"568,2","340,92",,Huurder,2018
9724AG,Complainer,"293,99","176,39",,Huurder,2018
2533CH,Defendant,"455,61","455,61",,Huurder,2018
1025SX,Defendant,,,,Huurder,2018
3562JV,Complainer,315,"229,83",,Huurder,2018
3551XS,Complainer,"599,05","359,43",,Huurder,2018
1402HN,Defendant,,,,Huurder,2018
1053SL,Complainer,"306,86","122,74",,Huurder,2018
1068PD,Defendant,"460,77","460,77",,Huurder,2018
1058DX,Defendant,"779,27","779,27",,Huurder,2018
9711SG,Complainer,,,,Huurder,2018
1017VS,Complainer,"473,07","189,23",,Huurder,2018
6538ZW,Complainer,700,"507,52",,Huurder,2018
2907KD,Defendant,,,,Huurder,2018
6224ER,Complainer,400,132,,Huurder,2018
3082AE,Complainer,"448,53","179,41",,Huurder,2018
2526LX,Complainer,"681,48","545,18",,Huurder,2018
6511DK,Complainer,480,264,,Huurder,2018
2262XA,Defendant,"513,1","513,1",,Huurder,2018
9714GR,Complainer,,,,Huurder,2018
9712VG,Defendant,,,,Huurder,2018
6883BS,Complainer,"546,75","502,36",,Huurder,2018
3561JG,Complainer,"636,5","254,6",,Huurder,2018
9711JH,Complainer,"372,06","311,8",,Huurder,2018
1078TL,Complainer,"477,57","429,81",,Huurder,2018
3038TG,Complainer,"485,33","291,2",,Huurder,2018
9725JJ,Complainer,,,,Huurder,2018
1061MC,Complainer,"635,74","254,3",,Huurder,2018
2571BM,Complainer,,,,Huurder,2018
2521TW,Complainer,,,,Huurder,2018
3551CW,Complainer,,,,Huurder,2018
9711BW,Complainer,,,,Huurder,2018
6415HS,Defendant,905,905,,Huurder,2018
2571BM,Complainer,,,,Huurder,2018
1521WB,Defendant,"457,05","492,05",,Huurder,2018
3054SK,Defendant,,,,Huurder,2018
3067PJ,Complainer,600,240,,Huurder,2018
5215XS,Defendant,613,613,,Huurder,2018
9714CE,Complainer,,,,Huurder,2018
9718JG,Complainer,,,,Huurder,2018
9741CB,Complainer,,,,Huurder,2018
3532HT,Complainer,"316,25","189,75",,Huurder,2018
1072JC,Defendant,"430,19","430,19",,Huurder,2018
3526SH,Complainer,,,,Huurder,2018
9712SJ,Complainer,580,"491,97",,Huurder,2018
1071HC,Defendant,1495,1495,,Huurder,2018
6846AK,Defendant,"659,56","659,56",,Huurder,2018
1064KS,Defendant,"381,99","381,99",,Huurder,2018
9711SG,Complainer,,,,Huurder,2018
5622CD,Complainer,,,,Huurder,2018
2516KA,Complainer,,,,Huurder,2018
9725GL,Complainer,,,,Huurder,2018
9752PE,Defendant,,,,Huurder,2018
1404br,Complainer,,,,Huurder,2018
3768CH,Defendant,,,,Huurder,2018
6678PB,Defendant,,,,Huurder,2018
9724EJ,Complainer,,,,Huurder,2018
5914LS,Defendant,"336,38","336,38",,Huurder,2018
1073GB,Complainer,"554,98","221,99",,Huurder,2018
2035EP,Defendant,,,,Huurder,2018
9712ND,Complainer,,,,Huurder,2018
9711CK,Complainer,,,,Huurder,2018
2312NX,Complainer,,,,Huurder,2018
1185NJ,Complainer,"441,29","264,77",,Huurder,2018
9712VN,Complainer,895,"647,53",,Huurder,2018
9716AN,Complainer,,,,Huurder,2018
9745EC,Complainer,"370,08","296,06",,Huurder,2018
3551CW,Complainer,,,,Huurder,2018
3011HA,Complainer,410,"256,48",,Huurder,2018
1325AM,Defendant,386,386,,Huurder,2018
1339WP,Defendant,"604,91","604,91",,Huurder,2018
9725EH,Complainer,294,"262,67",,Huurder,2018
2515TA,Defendant,700,700,,Huurder,2018
1056EJ,Defendant,"396,75","396,75",,Huurder,2018
5644CE,Complainer,,,,Huurder,2018
2317dx,Complainer,535,"290,51",,Huurder,2018
5951BN,Defendant,"539,3","539,3",,Huurder,2018
1071EX,Complainer,,,,Huurder,2018
3067ZW,Complainer,"589,43","235,77",,Huurder,2018
3038JP,Defendant,"611,66","611,66",,Huurder,2018
9743HB,Complainer,,,,Huurder,2018
6942BD,Complainer,"714,7","142,94",,Huurder,2018
1078EG,Complainer,"637,99","382,79",,Huurder,2018
9718GM,Complainer,,,,Huurder,2018
3551CW,Complainer,,,,Huurder,2018
9717KK,Complainer,,,,Huurder,2018
9725HL,Complainer,,,,Huurder,2018
6987BN,Defendant,705,705,,Huurder,2018
3764WN,Defendant,"540,64","540,64",,Huurder,2018
9725CM,Defendant,,,,Huurder,2018
1443kg,Defendant,"530,23","530,23",,Huurder,2018
1013BW,Defendant,"411,69","411,96",,Huurder,2018
1024EK,Defendant,"635,05","635,05",,Huurder,2018
9715AA,Complainer,,,,Huurder,2018
2563BP,Complainer,,,,Huurder,2018
5401GT,Complainer,"781,27","730,51",,Huurder,2018
9724NC,Complainer,,,,Huurder,2018
6162GD,Defendant,"461,19","461,19",,Huurder,2018
9716AB,Complainer,,,,Huurder,2018
3527KB,Defendant,950,950,,Huurder,2018
1057ZEX,Defendant,"408,06","475,06",,Huurder,2018
9714CE,Complainer,,,,Huurder,2018
2622EG,Defendant,,,,Huurder,2018
6461DB,Defendant,,,,Huurder,2018
5644CC,Complainer,650,"486,79",,Huurder,2018
3083GJ,Complainer,"535,63","428,5",,Huurder,2018
9724AG,Complainer,"288,23","172,94",,Huurder,2018
5213TM,Complainer,"648,33","424,56",,Huurder,2018
9725GL,Complainer,,,,Huurder,2018
1062EV,Defendant,"606,66","606,08",,Huurder,2018
6823KT,Complainer,"498,15","398,52",,Huurder,2018
1013HE,Complainer,,,,Huurder,2018
1062EV,Complainer,,,,Huurder,2018
2572JC,Complainer,"566,89","226,76",,Huurder,2018
6832EK,Complainer,645,258,,Huurder,2018
9725GL,Complainer,,,,Huurder,2018
6226GZ,Complainer,"544,01","217,6",,Huurder,2018
1091TT,Complainer,,,,Huurder,2018
1115vt,Complainer,,,,Huurder,2018
3453NP,Complainer,"612,05","489,64",,Huurder,2018
1098SX,Complainer,,,,Huurder,2018
9742EN,Complainer,,,,Huurder,2018
5262DP,Defendant,"486,17","486,17",,Huurder,2018
9712ND,Complainer,,,,Huurder,2018
3054SK,Defendant,"697,39","697,39",,Huurder,2018
9714GX,Complainer,,,,Huurder,2018
1057PN,Defendant,"479,52","479,52",,Huurder,2018
3053WL,Defendant,"613,25","613,25",,Huurder,2018
2581AK,Complainer,591,"236,4",,Huurder,2018
9714BK,Complainer,,,,Huurder,2018
9723AR,Complainer,,,,Huurder,2018
1104GH,Complainer,,,,Huurder,2018
2562CX,Complainer,,,,Huurder,2018
6525GN,Complainer,650,"307,96",,Huurder,2018
7849TD,Complainer,450,360,,Huurder,2018
9718NE,Complainer,,,,Huurder,2018
9722BJ,Defendant,,,,Huurder,2018
9727JA,Complainer,,,,Huurder,2018
5223BV,Complainer,800,"585,31",,Huurder,2018
9714GW,Complainer,710,"460,86",,Huurder,2018
6511TD,Defendant,"618,22","618,22",,Huurder,2018
1186BK,Defendant,,,,Huurder,2018
9711SG,Complainer,,,,Huurder,2018
1016LE,Complainer,"613,03","367,82",,Huurder,2018
1019DH,Defendant,"710,68","710,68",,Huurder,2018
1017NB,Complainer,,,,Huurder,2018
3022NK,Complainer,850,"578,38",,Huurder,2018
9727JA,Complainer,,,,Huurder,2018
6544LH,Complainer,"491,25","196,5",,Huurder,2018
9725JJ,Complainer,,,,Huurder,2018
2521AA,Defendant,"647,13","647,13",,Huurder,2018
6835EX,Defendant,,,,Huurder,2018
9712VJ,Complainer,,,,Huurder,2018
1053DT,Defendant,"514,32","514,32",,Huurder,2018
1071KD,Complainer,"286,17","114,47",,Huurder,2018
5911BE,Complainer,"585,53","234,21",,Huurder,2018
2311TS,Complainer,,,,Huurder,2018
2311TS,Complainer,,,,Huurder,2018
2725AZ,Complainer,"932,95","932,95",,Huurder,2018
1013VB,Complainer,"425,47","255,28",,Huurder,2018
9715CL,Complainer,,,,Huurder,2018
1068VS,Defendant,"630,13","630,13",,Huurder,2018
1062EV,Complainer,,,,Huurder,2018
2562ED,Defendant,,,,Huurder,2018
2332BD,Complainer,,,,Huurder,2018
5951BS,Defendant,"539,16","539,16",,Huurder,2018
1032BE,Complainer,"702,51","281,04",,Huurder,2018
1404DH,Defendant,"918,74","918,74",,Huurder,2018
1021HM,Complainer,"549,26","219,7",,Huurder,2018
2596EP,Defendant,510,510,,Huurder,2018
2514GD,Complainer,,,,Huurder,2018
1078DM,Complainer,"601,78","240,71",,Huurder,2018
2587RE,Complainer,,,,Huurder,2018
1056CK,Complainer,,,,Huurder,2018
2317ZK,Complainer,,,,Huurder,2018
2592VX,Defendant,,,,Huurder,2018
1382bz,Complainer,,,,Huurder,2018
5281BZ,Complainer,,,,Huurder,2018
2515DB,Complainer,,,,Huurder,2018
1019PN,Complainer,"656,63","393,98",,Huurder,2018
5611BH,Complainer,,,,Huurder,2018
1551CV,Defendant,,,,Huurder,2018
5911KH,Complainer,,,,Huurder,2018
1055AP,Complainer,,,,Huurder,2018
9727JA,Complainer,,,,Huurder,2018
1091VG,Defendant,"373,03","373,03",,Huurder,2018
5615BJ,Complainer,,,,Huurder,2018
9713AK,Complainer,,,,Huurder,2018
5224AP,Complainer,"642,36","637,1",,Huurder,2018
1016VZ,Complainer,"358,92","143,57",,Huurder,2018
2562NN,Complainer,640,"517,91",,Huurder,2018
2641RJ,Defendant,,,,Huurder,2018
1073TX,Defendant,"304,86","304,86",,Huurder,2018
9718GJ,Defendant,1100,1100,,Huurder,2018
9711CL,Complainer,,,,Huurder,2018
1057JM,Complainer,,,,Huurder,2018
1221GG,Complainer,,,,Huurder,2018
1057JM,Complainer,,,,Huurder,2018
9722BB,Complainer,,,,Huurder,2018
1057jm,Complainer,,,,Huurder,2018
9712VK,Complainer,"306,3","240,11",,Huurder,2018
3532TA,Defendant,,,,Huurder,2018
1012RZ,Complainer,,,,Huurder,2018
1061AM,Defendant,"554,09","554,09",,Huurder,2018
2011TH,Defendant,,,,Huurder,2018
9725CM,Defendant,,,,Huurder,2018
9715GM,Complainer,,,,Huurder,2018
5612HK,Complainer,,,,Huurder,2018
3073AD,Complainer,"704,18","422,51",,Huurder,2018
9742EK,Complainer,,,,Huurder,2018
9724EP,Defendant,,,,Huurder,2018
9712LK,Complainer,,,,Huurder,2018
1221GG,Complainer,,,,Huurder,2018
9743HD,Complainer,"271,4","222,67",,Huurder,2018
2311CG,Complainer,,,,Huurder,2018
1016XD,Complainer,"428,72","257,23",,Huurder,2018
9723AR,Complainer,,,,Huurder,2018
2512xe,Defendant,"733,23","733,23",,Huurder,2018
9716AB,Complainer,,,,Huurder,2018
1098GS,Complainer,"702,16","561,73",,Huurder,2018
2171XD,Complainer,"658,08","263,23",,Huurder,2018
1052ER,Complainer,,,,Huurder,2018
2035AG,Defendant,"583,78","583,78",,Huurder,2018
9718NJ,Complainer,,,,Huurder,2018
1222RX,Complainer,,,,Huurder,2018
1421VP,Defendant,"635,74","635,74",,Huurder,2018
2522ZN,Defendant,650,"357,5",,Huurder,2018
2033TE,Defendant,"516,77","516,77",,Huurder,2018
1064AK,Complainer,2050,"673,48",,Huurder,2018
3083EG,Complainer,550,220,,Huurder,2018
9724KN,Complainer,650,"373,18",,Huurder,2018
9713EN,Complainer,,,,Huurder,2018
6511BK,Complainer,695,"614,58",,Huurder,2018
6462JB,Defendant,"491,91","491,91",,Huurder,2018
9713EJ,Complainer,,,,Huurder,2018
9727JA,Complainer,,,,Huurder,2018
2032XE,Defendant,"485,03","485,03",,Huurder,2018
3015BK,Complainer,"509,06","203,62",,Huurder,2018
3513EP,Complainer,,,,Huurder,2018
9724LB,Complainer,775,"403,84",,Huurder,2018
9721JA,Complainer,,,,Huurder,2018
4761TX,Complainer,"569,41","227,76",,Huurder,2018
9727BN,Complainer,,,,Huurder,2018
2151JK,Defendant,"523,33","523,33",,Huurder,2018
3112AB,Defendant,,,,Huurder,2018
2021KA,Defendant,,,,Huurder,2018
1051LX,Defendant,"612,98","612,98",,Huurder,2018
4811KW,Complainer,,,,Huurder,2018
2523GV,Complainer,650,390,,Huurder,2018
1057RX,Defendant,,,,Huurder,2018
9712TW,Complainer,,,,Huurder,2018
6191VP,Defendant,,,,Huurder,2018
2541EV,Complainer,645,"554,22",,Huurder,2018
1053DE,Complainer,"445,63","178,25",,Huurder,2018
9722ED,Complainer,,,,Huurder,2018
1055ZG,Defendant,"608,33","608,33",,Huurder,2018
1012GS,Defendant,,,,Huurder,2018
6828DT,Defendant,,,,Huurder,2018
2132WE,Defendant,,,,Huurder,2018
1017TJ,Complainer,,,,Huurder,2018
3078NW,Complainer,,,,Huurder,2018
1102AX,Defendant,711,711,,Huurder,2018
8933EE,Complainer,700,420,,Huurder,2018
4698AR,Complainer,"268,32","670,81",,Verhuurder,2018
9713GL,Complainer,,,,Huurder,2018
8525EJ,Complainer,650,195,,Huurder,2018
9725ES,Complainer,295,"203,17",,Huurder,2018
2332ET,Complainer,"637,36","254,94",,Huurder,2018
2522BN,Complainer,,,,Huurder,2018
9714JL,Complainer,305,"217,53",,Huurder,2018
2573RR,Complainer,500,150,,Huurder,2018
3602AJ,Defendant,600,600,,Huurder,2018
1541KC,Complainer,,,,Huurder,2018
3038VW,Complainer,590,236,,Huurder,2018
1102GR,Defendant,,,,Huurder,2018
9711RR,Complainer,625,"354,29",,Huurder,2018
3081BM,Defendant,"341,76","341,76",,Huurder,2018
2361BP,Complainer,300,"174,46",,Huurder,2018
8924AP,Complainer,675,405,,Huurder,2018
1065NK,Defendant,"674,68","674,68",,Huurder,2018
3511VL,Complainer,,,,Huurder,2018
9711LS,Complainer,1265,"471,24",,Huurder,2018
1057GV,Defendant,"455,21","455,21",,Huurder,2018
2713AC,Complainer,,,,Huurder,2018
3571XZ,Complainer,,,,Huurder,2018
9718JL,Complainer,690,"455,68",,Huurder,2018
2801VP,Complainer,680,"418,13",,Huurder,2018
2061LT,Defendant,123,123,,Huurder,2018
1024CT,Complainer,"507,49",203,,Huurder,2018
1054MT,Complainer,"289,1","231,28",,Huurder,2018
1058LH,Complainer,"565,61","604,99",,Huurder,2018
3904VH,Defendant,"634,18","634,18",,Huurder,2018
3511RK,Complainer,240,"121,1",,Huurder,2018
3531PA,Complainer,,,,Huurder,2018
8911BB,Complainer,"697,33","278,93",,Huurder,2018
4101CK,Complainer,350,315,,Huurder,2018
2265VW,Defendant,"446,62","446,62",,Huurder,2018
9724CX,Complainer,,,,Huurder,2018
8446DB,Complainer,"668,61","267,44",,Huurder,2018
1022AK,Defendant,"523,53","523,53",,Huurder,2018
3078NT,Complainer,,,,Huurder,2018
9712LP,Complainer,"233,92","202,56",,Huurder,2018
1186LX,Defendant,,,,Huurder,2018
9711XA,Complainer,,,,Huurder,2018
3554XP,Complainer,,,,Huurder,2018
6433BA,Complainer,"710,67","568,54",,Huurder,2018
1022BJ,Defendant,"475,95","475,95",,Huurder,2018
1024NR,Defendant,"571,18","571,18",,Huurder,2018
3752JH,Complainer,"726,65","581,32",,Huurder,2018
1017JG,Complainer,"487,13","292,28",,Huurder,2018
1054VD,Complainer,"360,27","144,11",,Huurder,2018
9714CG,Complainer,725,"440,11",,Huurder,2018
4811VD,Complainer,,,,Huurder,2018
1521WB,Defendant,"420,21","455,21",,Huurder,2018
4761AJ,Defendant,795,795,,Huurder,2018
2624KG,Complainer,"765,27","751,24",,Huurder,2018
6044RH,Defendant,"542,92","542,92",,Huurder,2018
1055RT,Defendant,,,,Huurder,2018
1091GC,Defendant,"475,01","475,01",,Huurder,2018
8243TE,Defendant,"737,89","737,89",,Huurder,2018
2585JV,Defendant,,,,Huurder,2018
1015BC,Complainer,,,,Huurder,2018
2544VG,Defendant,"562,88","562,88",,Huurder,2018
5152SW,Defendant,"227,34","227,34",,Huurder,2018
3038VL,Defendant,540,216,,Huurder,2018
2723AL,Complainer,"611,28","183,38",,Huurder,2018
3137GC,Defendant,"748,28","748,28",,Huurder,2018
1186LZ,Defendant,,,,Huurder,2018
2311CG,Complainer,,,,Huurder,2018
1058JW,Defendant,0,0,,Huurder,2018
8922GZ,Complainer,729,"437,4",,Huurder,2018
2013DA,Complainer,,,,Huurder,2018
9718BW,Defendant,735,735,,Huurder,2018
9718KE,Complainer,,,,Huurder,2018
6512HM,Complainer,380,"155,51",,Huurder,2018
9718KL,Complainer,,,,Huurder,2018
1013JL,Defendant,400,400,,Huurder,2018
9725ET,Complainer,,,,Huurder,2018
2516GS,Defendant,"427,27","427,27",,Huurder,2018
2563SH,Complainer,350,293,,Huurder,2018
1182HK,Complainer,350,"186,75",,Huurder,2018
1078AJ,Complainer,"682,22","272,89",,Huurder,2018
1082GZ,Complainer,,,,Huurder,2018
1094GX,Complainer,350,140,,Huurder,2018
9716CT,Complainer,"419,99",168,,Huurder,2018
1381EX,Defendant,,,,Huurder,2018
2014XC,Defendant,,,,Huurder,2018
1013MT,Complainer,,,,Huurder,2018
2561BC,Complainer,,,,Huurder,2018
4811EP,Complainer,"306,62","183,97",,Huurder,2018
9727BB,Complainer,,,,Huurder,2018
9722EW,Defendant,"84,43",0,,Huurder,2018
9727BN,Complainer,273,"163,8",,Huurder,2018
9722EW,Complainer,,,,Huurder,2018
2021KA,Defendant,,,,Huurder,2018
9714GR,Complainer,,,,Huurder,2018
2311CG,Complainer,,,,Huurder,2018
1012BL,Complainer,,,,Huurder,2018
3202EV,Defendant,,,,Huurder,2018
3206TB,Complainer,"610,27","366,16",,Huurder,2018
9711JW,Complainer,,,,Huurder,2018
2516VS,Defendant,"220,75","220,75",,Huurder,2018
1091GC,Defendant,"586,68","586,68",,Huurder,2018
2523KM,Complainer,565,226,,Huurder,2018
2516XN,Defendant,"1083,27","1083,27",,Huurder,2018
2573LW,Complainer,"686,72","686,72",,Huurder,2018
9711SE,Complainer,,,,Huurder,2018
9714JN,Complainer,,,,Huurder,2018
6815em,Defendant,"796,32","796,32",,Huurder,2018
9716CX,Complainer,,,,Huurder,2018
2523KM,Complainer,565,"512,73",,Huurder,2018
2253BH,Complainer,675,"517,91",,Huurder,2018
6512HM,Complainer,400,"194,4",,Huurder,2018
6043TX,Defendant,"540,22","540,22",,Huurder,2018
9693ca,Complainer,"449,68","179,87",,Huurder,2018
9711EH,Complainer,,,,Huurder,2018
4708EW,Defendant,"715,08","715,08",,Huurder,2018
6512HM,Complainer,475,"261,25",,Huurder,2018
9725HK,Complainer,"381,75","303,69",,Huurder,2018
2548NX,Defendant,"739,07","739,07",,Huurder,2018
8933DT,Complainer,"429,45","343,56",,Huurder,2018
5014ED,Complainer,865,"554,22",,Huurder,2018
1107KJ,Complainer,"665,62","266,25",,Huurder,2018
1056KJ,Complainer,"391,74","156,7",,Huurder,2018
6161AC,Complainer,710,568,,Huurder,2018
2011KD,Defendant,1250,1250,,Huurder,2018
9725GR,Complainer,285,"123,16",,Huurder,2018
1071MZ,Complainer,"659,96","395,98",,Huurder,2018
1016VB,Complainer,,,,Huurder,2018
8924BN,Defendant,"459,6","459,6",,Huurder,2018
2712VG,Complainer,"521,53","417,22",,Huurder,2018
1051JS,Defendant,1050,1050,,Huurder,2018
3553CS,Complainer,350,"192,5",,Huurder,2018
3553CS,Complainer,350,"192,5",,Huurder,2018
3553CS,Complainer,350,"192,5",,Huurder,2018
3553CS,Complainer,350,"192,5",,Huurder,2018
5701kw,Defendant,,,,Huurder,2018
1074XR,Complainer,1300,"386,34",,Huurder,2018
1102KA,Complainer,,,,Huurder,2018
1095LC,Defendant,,,,Huurder,2018
3031SL,Complainer,"727,63","564,57",,Huurder,2018
